Year,Avg. Pace,Player,Team,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,TS%,3PM,DEFWS,USG%,PIE,Prior ASG Appearances,AS Last Year
2020,99.5,Myles Turner,IND,4,28,30,15,13.3,6.6,1,1.1,3.4,1.4,0.607,1.4,1.6,17,9.2,0,0
2020,99.5,Naji Marshall,NOP,11,3,32,14,0.3,0.7,0.3,0,0,0,0.174,0,0,15.3,4.3,0,0
2020,99.5,Nassir Little,POR,5,16,31,18,5.2,2.2,0.3,0.2,0.3,0.6,0.722,0.9,0.1,16.1,8.6,0,0
2020,99.5,Nate Hinton,DAL,10,6,31,15,1.3,0,0,0.2,0.2,0.3,0.288,0.2,0,36.7,-11.7,0,0
2020,99.5,Nathan Knight,ATL,11,10,32,14,2.8,1.5,0.1,0.2,0.3,0.5,0.528,0.3,0.1,23.2,8.8,0,0
2020,99.5,Naz Reid,MIN,15,31,33,7,11.9,5,1.3,0.6,1.2,1.2,0.59,1,0.7,22.6,11.1,0,0
2020,99.5,Nemanja Bjelica,SAC,13,15,32,12,8.3,4,2.1,0.1,0.1,1.2,0.566,0.7,0,21.1,10.9,0,0
2020,99.5,Nerlens Noel,NYK,6,28,33,16,4.5,5.5,0.5,0.9,2,1,0.596,0,1.3,10.7,8.3,0,0
2020,99.5,Nick Richards,CHO,8,8,31,15,1.4,0.8,0,0,0,0.1,0.637,0,0,17.9,12.2,0,0
2020,99.5,Nickeil Alexander-Walker,NOP,11,26,32,14,8.1,2.4,1.8,1,0.3,1.2,0.504,1,0.4,22.4,8.2,0,0
2020,99.5,Nico Mannion,GSW,7,6,33,18,1.5,1.3,2,0.3,0,0.3,0.305,0.3,0.1,19.8,6.7,0,0
2020,99.5,Nicolas Batum,LAC,2,31,34,23,8.8,4.7,2.3,1.3,0.4,0.7,0.642,1.9,1,11.3,8.7,0,0
2020,99.5,Nicolas Claxton,BRK,2,2,34,22,7.5,2,1,2,1.5,0.5,0.621,0,0.1,19.6,14.6,0,0
2020,99.5,Nicolò Melli,NOP,11,15,32,14,1.9,2,0.8,0.5,0.1,0.4,0.39,0.5,0.1,11.7,4.7,0,0
2020,99.5,Nikola Vučević,ORL,13,33,33,13,24.1,11.7,3.6,1,0.6,1.7,0.566,2.5,1.6,29.1,17.7,2,0
2020,99.5,Noah Vonleh,BRK,2,4,34,22,0,0.3,0.3,0,0,0.5,0,0,0,19.7,-9.4,0,0
2020,99.5,Norman Powell,TOR,5,31,33,16,17.3,3,1.7,1.2,0.1,1.6,0.623,2.4,0.8,23.1,10.4,0,0
2020,99.5,Norvel Pelle,BRK,2,3,34,22,2,2.3,0,0,1,1,0.429,0,0,15.5,-1.2,0,0
2020,99.5,Obi Toppin,NYK,6,23,33,16,4.8,2.4,0.5,0.3,0.4,0.5,0.565,0.5,0.4,17.1,9.4,0,0
2020,99.5,OG Anunoby,TOR,5,22,33,16,13.9,5.9,1.5,1.7,0.7,1.6,0.604,2.2,0.9,16.8,9,0,0
2020,99.5,Onyeka Okongwu,ATL,11,12,32,14,3.4,2.6,0.3,0.4,0.6,0.5,0.56,0,0.2,14.2,7.6,0,0
2020,99.5,Otto Porter,CHI,7,16,31,15,11.6,6.3,2,0.6,0.2,0.9,0.582,1.8,0.4,20.1,12.5,0,0
2020,99.5,P.J. Tucker,HOU,14,28,30,11,4.4,4.6,1.4,0.8,0.5,1,0.49,0.9,0.9,7.9,3.8,0,0
2020,99.5,P.J. Washington,CHO,8,27,31,15,11.5,6.1,2.9,1,1.2,2.1,0.54,1.2,0.9,18.9,9.1,0,0
2020,99.5,Pat Connaughton,MIL,3,30,33,20,6.2,3.9,1.5,0.7,0.5,0.4,0.59,1.3,0.7,11.5,8,0,0
2020,99.5,Patrick Beverley,LAC,2,24,34,23,8.2,3.9,2.2,0.9,0.7,0.9,0.606,1.7,0.6,14.1,7.2,0,0
2020,99.5,Patrick McCaw,TOR,5,2,33,16,0,0,1.5,0,0,0,0,0,0,0,2.1,0,0
2020,99.5,Patrick Patterson,LAC,2,10,34,23,4.5,2,0.5,0.3,0.1,0.7,0.566,1,0.1,15.9,5.4,0,0
2020,99.5,Patrick Williams,CHI,7,30,31,15,10.2,4.8,1.2,0.8,0.7,1.6,0.567,0.9,0.9,15.9,6.8,0,0
2020,99.5,Patty Mills,SAS,6,28,28,16,13.3,1.8,2.7,0.7,0,1,0.599,2.6,0.6,20.4,9.6,0,0
2020,99.5,Paul George,LAC,2,24,34,23,24.1,6.2,5.3,1.2,0.5,3.5,0.66,3.6,0.9,29,15.2,7,0
2020,99.5,Paul Millsap,DEN,8,26,32,17,10.4,5.2,1.7,0.8,0.5,1,0.63,1.2,0.6,16.9,9.6,0,0
2020,99.5,Paul Reed,PHI,1,5,33,22,3.6,2,0.6,0.2,0.8,1,0.409,0,0.1,20.8,4,0,0
2020,99.5,Paul Watson,TOR,5,14,33,16,1.9,0.6,0.1,0,0.1,0.1,0.867,0.6,0,16.1,11.2,0,0
2020,99.5,Payton Pritchard,BOS,9,26,32,15,7.3,2.2,2.3,0.6,0.2,1.2,0.565,1.3,0.4,15.7,7.3,0,0
2020,99.5,PJ Dozier,DEN,8,17,32,17,7.1,4.1,1.4,0.5,0.6,0.8,0.576,0.9,0.3,15.6,9.7,0,0
2020,99.5,Precious Achiuwa,MIA,10,32,32,15,5.9,3.9,0.6,0.4,0.5,1,0.578,0,0.7,19.3,9.9,0,0
2020,99.5,Quinn Cook,LAL,3,16,33,22,2.1,0.3,0.3,0.1,0.1,0.2,0.585,0.3,0.1,21.9,10.6,0,0
2020,99.5,Quinndary Weatherspoon,SAS,6,5,28,16,0.8,0.4,0.6,0.2,0,1.2,0.34,0,0,21.3,-7.5,0,0
2020,99.5,R.J. Hampton,DEN,8,23,32,17,2.3,1.9,0.5,0.2,0.1,0.5,0.478,0.2,0.2,14,5.8,0,0
2020,99.5,Rajon Rondo,ATL,11,16,32,14,3.4,2.3,3.6,0.6,0.1,1.3,0.443,0.6,0.2,14.6,9,4,0
2020,99.5,Raul Neto,WAS,12,25,30,12,8.2,2.4,1.8,1.2,0.1,0.6,0.559,1,0.4,16.6,8.6,0,0
2020,99.5,Ray Spalding,HOU,14,2,30,11,2,2,0,0,1,1.5,0.41,0,0,17.7,-2.6,0,0
2020,99.5,Reggie Bullock,NYK,6,28,33,16,8.6,3.4,1.3,0.7,0.2,0.7,0.542,1.7,0.9,14.4,6.2,0,0
2020,99.5,Reggie Jackson,LAC,2,31,34,23,8.5,2.6,3,0.6,0.1,1,0.55,1.2,0.5,19.1,8.5,0,0
2020,99.5,Reggie Perry,BRK,2,14,34,22,3.6,3.6,0.9,0.1,0.4,0.8,0.455,0.1,0.1,19.5,5.9,0,0
2020,99.5,Richaun Holmes,SAC,13,28,32,12,12.8,7.9,1.8,0.7,1.5,1.4,0.681,0,0.4,15.8,11,0,0
2020,99.5,Ricky Rubio,MIN,15,31,33,7,7.7,3.2,6.5,1.2,0,2,0.496,0.7,0.5,16.2,8.9,0,0
2020,99.5,RJ Barrett,NYK,6,33,33,16,16.1,6.2,2.9,0.7,0.2,1.9,0.503,1.1,1.3,23.6,9.5,0,0
2020,99.5,Robert Covington,POR,5,29,31,18,7.4,6.3,1.8,1.6,1.1,1.1,0.5,1.7,0.8,11.8,6.7,0,0
2020,99.5,Robert Williams,BOS,9,25,32,15,6.3,5.5,0.8,1,1.4,0.9,0.715,0,0.8,14.9,15,0,0
2020,99.5,Robert Woodard,SAC,13,6,32,12,2.2,1.3,0,0,0,0.2,0.547,0.2,0,32.2,12.5,0,0
2020,99.5,Robin Lopez,WAS,12,30,30,12,8.2,4.3,0.9,0.3,0.6,1.1,0.617,0.1,0.3,15.8,8.6,0,0
2020,99.5,Rodions Kurucs,BRK,2,5,34,22,0.6,0.6,0.4,0,0,0,0.5,0.2,0,8.1,2.1,0,0
2020,99.5,Rodney Hood,POR,5,26,31,18,4.8,1.6,1.2,0.7,0.1,0.8,0.424,0.6,0.1,14.9,3,0,0
2020,99.5,Rodney McGruder,DET,15,9,32,9,2.7,1,0.7,0,0.1,0.6,0.591,0.3,0,16.4,6,0,0
2020,99.5,Royce O'Neale,UTA,1,32,32,26,7.6,6.8,2.4,0.8,0.6,1.2,0.622,1.7,1.6,9.6,7.3,0,0
2020,99.5,Rudy Gay,SAS,6,26,28,16,11.2,5.2,1.5,0.7,0.5,1.2,0.524,1.6,0.8,23,10.5,0,0
2020,99.5,Rui Hachimura,WAS,12,23,30,12,13.6,5.7,1.8,0.7,0.1,1,0.562,0.8,0.4,17.8,8.1,0,0
2020,99.5,Ryan Arcidiacono,CHI,7,15,31,15,3.2,2.1,1.4,0.3,0,0.3,0.532,0.5,0.1,12.8,10.1,0,0
2020,99.5,Saben Lee,DET,15,11,32,9,5.8,1.1,1.9,1,0.2,0.8,0.633,0.4,0.2,16.8,9,0,0
2020,99.5,Saddiq Bey,DET,15,30,32,9,9.6,3.9,1,0.6,0,0.7,0.59,2.1,0.6,17.6,9.3,0,0
2020,99.5,Sam Merrill,MIL,3,12,33,20,1.6,1.1,0.9,0.2,0,0.3,0.563,0.4,0.1,11.6,8,0,0
2020,99.5,Sean McDermott,MEM,9,8,28,14,3.9,1.5,0.5,0.1,0.3,0.5,0.605,0.6,0.1,10,4.7,0,0
2020,99.5,Sekou Doumbouya,DET,15,28,32,9,4,2.4,0.7,0.4,0.1,0.6,0.424,0.5,0.3,17.1,3.7,0,0
2020,99.5,Semi Ojeleye,BOS,9,31,32,15,5.7,3,0.8,0.3,0,0.4,0.584,1.2,0.4,11.8,6.6,0,0
2020,99.5,Serge Ibaka,LAC,2,33,34,23,11.4,6.8,1.8,0.2,1.2,1.2,0.59,1,0.9,20.2,11.2,0,0
2020,99.5,Seth Curry,PHI,1,25,33,22,13,2.1,2.7,0.9,0.3,1.5,0.632,2.1,0.6,16.9,7.8,0,0
2020,99.5,Shai Gilgeous-Alexander,OKC,12,26,32,13,23.5,5.3,6.4,0.8,0.6,3,0.631,2.1,1,27.6,14.8,0,0
2020,99.5,Shake Milton,PHI,1,25,33,22,13.5,2,3,0.6,0.2,1.5,0.547,1.1,0.5,24,10.1,0,0
2020,99.5,Shaquille Harrison,UTA,1,17,32,26,1,0.5,0.5,0.1,0,0.3,0.375,0,0.1,21.2,6.4,0,0
2020,99.5,Sindarius Thornwell,NOP,11,11,32,14,1.4,0.3,0.2,0.4,0,0.2,0.54,0.3,0,12.8,5.1,0,0
2020,99.5,Skylar Mays,ATL,11,14,32,14,3.7,0.7,1.2,0.4,0,0.2,0.551,0.5,0.1,18.6,10,0,0
2020,99.5,Solomon Hill,ATL,11,32,32,14,4.5,2.3,0.9,0.7,0.2,0.5,0.516,1,0.4,11,4.2,0,0
2020,99.5,Spencer Dinwiddie,BRK,2,3,34,22,6.7,4.3,3,0.7,0.3,1.7,0.536,0.7,0.1,16,10.2,0,0
2020,99.5,Stanley Johnson,TOR,5,29,33,16,2.7,2.2,1.3,0.8,0.3,0.7,0.555,0.6,0.5,10.3,5.8,0,0
2020,99.5,Stephen Curry,GSW,7,32,33,18,30,5.5,6.3,1.2,0.1,3.1,0.648,5,1.3,32.5,17.8,7,0
2020,99.5,Sterling Brown,HOU,14,28,30,11,7.6,3.9,1.8,0.9,0.3,0.6,0.599,1.6,0.8,13.8,9.2,0,0
2020,99.5,Steven Adams,NOP,11,29,32,14,8.2,9.2,2.2,1,0.7,1.6,0.604,0,0.6,12.7,9.2,0,0
2020,99.5,Sviatoslav Mykhailiuk,DET,15,31,32,9,6.6,2,1.3,0.6,0.2,0.9,0.527,1.5,0.4,19.2,7.4,0,0
2020,99.5,T.J. McConnell,IND,4,27,30,15,5.9,3.4,6.6,1.8,0.4,1.8,0.524,0.2,1,13.4,11.8,0,0
2020,99.5,T.J. Warren,IND,4,4,30,15,15.5,3.5,1.3,0.5,0,1,0.56,0,0.1,22,7.2,0,0
2020,99.5,Tacko Fall,BOS,9,8,32,15,2.6,2.6,0.1,0,1.3,0.1,0.636,0,0.1,13.2,9.4,0,0
2020,99.5,Taj Gibson,NYK,6,11,33,16,3.9,4.5,0.5,0.5,0.4,0.5,0.627,0.2,0.3,10.1,7.4,0,0
2020,99.5,Talen Horton-Tucker,LAL,3,29,33,22,6.8,2.4,2,0.8,0.6,1.3,0.515,0.6,0.9,19.8,8.1,0,0
2020,99.5,Taurean Prince,BRK,2,12,34,22,8.1,2.8,0.6,0.7,0.7,0.9,0.565,1.1,0.2,19.3,7.6,0,0
2020,99.5,Terance Mann,LAC,2,31,34,23,4.5,3.2,1.1,0.5,0.2,0.7,0.552,0.3,0.5,13.8,7.3,0,0
2020,99.5,Terence Davis,TOR,5,27,33,16,6.8,1.8,0.9,0.5,0.1,0.7,0.564,1.3,0.4,21.1,7.7,0,0
2020,99.5,Terrance Ferguson,PHI,1,8,33,22,0,0.1,0.3,0,0,0.1,0,0,0,7.6,-5.3,0,0
2020,99.5,Terrence Ross,ORL,13,32,33,13,15.3,3.4,2.2,1.1,0.5,1.8,0.529,2.1,0.9,24,8.7,0,0
2020,99.5,Terry Rozier,CHO,8,29,31,15,20.4,4,3.1,1.3,0.4,1.9,0.627,3.4,0.8,23.1,11,0,0
2020,99.5,Thaddeus Young,CHI,7,27,31,15,11.8,5.8,4.4,1.3,0.5,1.9,0.606,0.2,0.9,19.7,12.3,0,0
2020,99.5,Thanasis Antetokounmpo,MIL,3,23,33,20,2.4,2.3,0.7,0.3,0.2,0.8,0.612,0.1,0.2,12.9,5.2,0,0
2020,99.5,Théo Maledon,OKC,12,27,32,13,7.7,2.8,2.9,1,0.1,1.9,0.533,1.5,0.7,16,6.1,0,0
2020,99.5,Theo Pinson,NYK,6,10,33,16,0.2,0.1,0.1,0,0,0,0.143,0,0,13.4,-5.3,0,0
2020,99.5,Thomas Bryant,WAS,12,10,30,12,14.3,6.1,1.5,0.4,0.8,1.1,0.704,0.9,0.2,17.2,11.1,0,0
2020,99.5,Thon Maker,CLE,14,8,33,12,3.8,2.3,0.5,0.3,0.5,0.4,0.657,0,0.1,14.7,13.4,0,0
2020,99.5,Tim Frazier,MEM,9,3,28,14,1.3,1.3,2.3,0.3,0,1,0.25,0,0,14.2,3.1,0,0
2020,99.5,Tim Hardaway Jr.,DAL,10,30,31,15,16.8,3.1,1.6,0.6,0.2,0.9,0.586,3.1,0.4,22.3,9.4,0,0
2020,99.5,Timothé Luwawu-Cabarrot,BRK,2,33,34,22,7.2,2.4,1.3,0.7,0.2,0.7,0.542,1.5,0.4,16.4,5.3,0,0
2020,99.5,Tobias Harris,PHI,1,30,33,22,20.2,7.5,3.4,0.8,0.8,1.9,0.609,1.7,1.3,22.8,14,0,0
2020,99.5,Tomáš Satoranský,CHI,7,20,31,15,7.4,2.6,4.6,0.6,0.2,1.5,0.674,0.8,0.3,14.4,11.3,0,0
2020,99.5,Tony Bradley,PHI,1,11,33,22,3.9,4.5,0.5,0.3,0.5,0.1,0.548,0,0.2,14.1,13.1,0,0
2020,99.5,Tony Snell,ATL,11,19,32,14,4.6,1.8,1.1,0.1,0.3,0.5,0.659,1.4,0.1,11,6.2,0,0
2020,99.5,Torrey Craig,MIL,3,16,33,20,2.7,2.4,0.8,0.6,0.3,0.3,0.526,0.5,0.3,10.6,5.7,0,0
2020,99.5,Tre Jones,SAS,6,10,28,16,2.2,0.4,0.2,0,0,0.3,0.679,0.1,0,21.1,9.8,0,0
2020,99.5,Tremont Waters,BOS,9,10,32,15,3.3,0.8,3,0.6,0,1.3,0.478,0.6,0.1,20.8,8.8,0,0
2020,99.5,Trent Forrest,UTA,1,6,32,26,0.3,0.3,0.7,0.3,0,0.2,0.258,0,0,11,4.5,0,0
2020,99.5,Trey Burke,DAL,10,30,31,15,7.5,1,1.5,0.7,0.1,0.6,0.571,1.2,0.3,19.1,8.1,0,0
2020,99.5,Trey Lyles,SAS,6,15,28,16,3.8,3.2,0.5,0.1,0.1,0.1,0.565,0.3,0.2,11.8,9.9,0,0
2020,99.5,Tristan Thompson,BOS,9,30,32,15,7.8,8.4,0.9,0.4,0.4,0.9,0.558,0,0.7,14.7,10.6,0,0
2020,99.5,Troy Brown Jr.,WAS,12,15,30,12,4.7,3.3,0.9,0.1,0.1,0.8,0.471,0.7,0.1,15.9,5.5,0,0
2020,99.5,Ty-Shon Alexander,PHO,4,3,31,20,0,0.3,0.3,0,0,0,0,0,0,16.8,-10.5,0,0
2020,99.5,Tyler Bey,DAL,10,4,31,15,1.5,0.8,0,0,0.3,0,0.444,0,0,22.8,5.7,0,0
2020,99.5,Tyler Cook,BRK,2,1,34,22,0,0,0,0,0,1,0,0,0,7.2,0.8,0,0
2020,99.5,Tyler Herro,MIA,10,22,32,15,16.9,6.1,3.8,0.5,0.5,2.5,0.545,2,0.8,24.1,10.6,0,0
2020,99.5,Tyler Johnson,BRK,2,16,34,22,4.7,1.4,0.9,0.4,0,0.3,0.57,1.2,0.1,14.4,6.7,0,0
2020,99.5,Tyrell Terry,DAL,10,11,31,15,1,0.5,0.5,0.5,0,0.2,0.318,0,0.1,15.1,6.7,0,0
2020,99.5,Tyrese Haliburton,SAC,13,30,32,12,13.2,3.6,5.4,1.4,0.6,1.5,0.619,2.4,0.2,17.2,11.7,0,0
2020,99.5,Tyrese Maxey,PHI,1,30,33,22,8.4,1.9,1.7,0.5,0.1,0.7,0.502,0.5,0.5,23.3,9.4,0,0
2020,99.5,Tyus Jones,MEM,9,28,28,14,8.4,2.5,5,1.3,0.1,0.9,0.501,0.7,0.7,17.4,11.8,0,0
2020,99.5,Udoka Azubuike,UTA,1,12,32,26,1,1.1,0,0.1,0.3,0.3,0.622,0,0.1,11.1,6.1,0,0
2020,99.5,Vernon Carey Jr.,CHO,8,3,31,15,1,1,0.3,0,0.3,0,0.387,0,0,27.6,26.9,0,0
2020,99.5,Victor Oladipo,HOU,14,12,30,11,18.3,4.9,4.9,1.2,0.5,2.3,0.469,2,0.5,29.8,11.3,2,0
2020,99.5,Vincent Poirier,PHI,1,5,33,22,0.8,0.8,0.2,0,0.4,0.4,0.42,0,0,14.3,0,0,0
2020,99.5,Vlatko Čančar,DEN,8,16,32,17,0.7,0.8,0.1,0.3,0.1,0.4,0.337,0.1,0.1,17.1,5.2,0,0
2020,99.5,Wayne Ellington,DET,15,24,32,9,10.1,1.8,1.5,0.4,0.2,0.7,0.602,2.5,0.2,17.2,7.1,0,0
2020,99.5,Wendell Carter Jr.,CHI,7,20,31,15,13.3,7.8,2.2,0.8,0.9,1.9,0.616,0.3,0.7,19.9,10.5,0,0
2020,99.5,Wenyen Gabriel,NOP,11,4,32,14,0,1.3,0.3,0,0,0,0,0,0,10.6,6.5,0,0
2020,99.5,Wesley Iwundu,DAL,10,18,31,15,2.2,1.9,0.4,0.4,0.1,0.3,0.386,0.2,0.2,10.4,3,0,0
2020,99.5,Wesley Matthews,LAL,3,26,33,22,4.9,1.6,1.2,0.5,0.4,0.4,0.54,1.2,0.7,10.2,3.8,0,0
2020,99.5,Will Barton,DEN,8,29,32,17,11.2,3.8,3.1,0.8,0.4,1.6,0.526,1.5,0.6,18,7.6,0,0
2020,99.5,Willie Cauley-Stein,DAL,10,29,31,15,5.7,4.7,0.8,0.3,0.7,0.6,0.635,0,0.5,12.3,8.5,0,0
2020,99.5,Willy Hernangómez,NOP,11,17,32,14,7,7.1,1.1,0.4,0.5,0.6,0.556,0.1,0.2,16.3,11.5,0,0
2020,99.5,Xavier Tillman Sr.,MEM,9,23,28,14,7.7,4.8,1.7,1,0.6,0.8,0.578,0.4,0.6,15,8.6,0,0
2020,99.5,Yogi Ferrell,CLE,14,2,33,12,9.5,3.5,2.5,1.5,0.5,1.5,0.434,1.5,0,26.8,7.1,0,0
2020,99.5,Yuta Watanabe,TOR,5,20,33,16,2.8,3.2,0.4,0.5,0.6,0.4,0.514,0.6,0.4,11.3,7.4,0,0
2020,99.5,Zach LaVine,CHI,7,31,31,15,28.8,5.3,5,1.1,0.4,3.9,0.653,3.6,1,31,14.5,0,0
2020,99.5,Zeke Nnaji,DEN,8,19,32,17,3.6,1.2,0.1,0.1,0.1,0.2,0.658,0.7,0.1,13,6.5,0,0
2020,99.5,Zion Williamson,NOP,11,31,32,14,25.6,6.8,3.3,0.9,0.7,2.4,0.657,0.2,0.5,28.4,15,0,0
2020,99.5,Anthony Davis,LAL,3,23,33,22,22.5,8.4,3,1.3,1.8,2,0.588,0.7,1.7,27.9,16.3,8,1
2020,99.5,Bam Adebayo,MIA,10,30,32,15,19.6,9.6,5.5,0.9,1,3,0.638,0.1,1.6,24.1,16.6,1,1
2020,99.5,Ben Simmons,PHI,1,28,33,22,15.7,8.1,7.9,1.6,0.8,3.1,0.606,0,1.5,20.2,14,2,1
2020,99.5,Brandon Ingram,NOP,11,32,32,14,24,5.3,4.7,0.7,0.8,2.3,0.59,2.5,0.4,27.5,13.1,1,1
2020,99.5,Chris Paul,PHO,4,30,31,20,16.7,4.6,8.6,1.2,0.3,2.3,0.59,1.6,1.2,23,14.8,10,1
2020,99.5,Damian Lillard,POR,5,30,31,18,29.6,4.4,8,1,0.2,3.3,0.618,4.1,0.3,32.7,16.4,5,1
2020,99.5,Devin Booker,PHO,4,27,31,20,25,3.6,4.3,0.8,0.3,3.5,0.609,2.2,0.9,31.3,12.3,1,1
2020,99.5,Domantas Sabonis,IND,4,30,30,15,21.5,11.7,5.7,1,0.7,3.5,0.597,1,1.5,25.5,14.5,1,1
2020,99.5,Donovan Mitchell,UTA,1,30,32,26,24.1,4.6,5.3,1,0.3,2.9,0.555,3.3,1.3,31.7,12.5,1,1
2020,99.5,Giannis Antetokounmpo,MIL,3,32,33,20,28.9,11.7,5.9,1.3,1.3,3.7,0.618,1.1,1.9,33.6,19.2,4,1
2020,99.5,James Harden,BRK,2,20,34,22,24.9,8.5,11.4,1.2,0.7,4.2,0.652,3.3,0.7,26.4,16.8,8,1
2020,99.5,Jayson Tatum,BOS,9,27,32,15,25.6,6.9,4.5,1.3,0.5,2.5,0.551,2.7,1.1,31.2,14.5,1,1
2020,99.5,Jimmy Butler,MIA,10,20,32,15,19.5,7.7,7.8,1.9,0.4,2.3,0.556,0.4,1.1,26.7,18.3,5,1
2020,99.5,Joel Embiid,PHI,1,27,33,22,29.6,11.2,3.1,1.3,1.3,3.3,0.644,1.2,1.7,34,20.8,3,1
2020,99.5,Kawhi Leonard,LAC,2,27,34,23,26.7,6.1,4.9,1.6,0.6,1.9,0.614,2,1.1,30.1,17.2,4,1
2020,99.5,Kemba Walker,BOS,9,16,32,15,17.3,3.6,4.1,1.1,0.3,2.1,0.507,2.8,0.4,28.1,11.9,4,1
2020,99.5,Khris Middleton,MIL,3,33,33,20,20.6,6.1,5.7,1.1,0.2,2.6,0.615,2.3,1.2,24.3,13.3,2,1
2020,99.5,Kyle Lowry,TOR,5,26,33,16,18,5.5,6.5,1.2,0.2,2.9,0.61,2.8,0.9,22.1,12.2,6,1
2020,99.5,LeBron James,LAL,3,33,33,22,25.6,8.1,8,1,0.5,3.9,0.592,2.4,2.1,31.9,19.4,16,1
2020,99.5,Luka Dončić,DAL,10,30,31,15,28.5,8.4,9,1,0.7,4.3,0.585,2.6,1.1,35.8,18.7,1,1
2020,99.5,Nikola Jokić,DEN,8,32,32,17,26.9,10.9,8.4,1.7,0.7,3.3,0.649,1.6,1.5,29.1,20.6,2,1
2020,99.5,Pascal Siakam,TOR,5,30,33,16,20.1,7.5,4.8,1.2,0.7,2.2,0.542,1.2,1.2,24.9,11.8,1,1
2020,99.5,Rudy Gobert,UTA,1,32,32,26,14,13.3,1.2,0.4,2.8,1.8,0.648,0,2.3,18,15.9,1,1
2020,99.5,Russell Westbrook,WAS,12,23,30,12,19.7,9.7,9.7,0.9,0.3,4.8,0.481,1,0.7,30.9,13.5,9,1
2020,99.5,Trae Young,ATL,11,30,32,14,27.2,4,9.5,0.8,0.3,4.3,0.601,2.4,0.5,32.9,15.1,1,1